"","emotion","value","date","protests"
"110","disgust",0.309767127827103,1962-04-01,1.38629436111989
"111","disgust",0.390727617886802,1962-05-01,1.38629436111989
"112","disgust",0.237344188066262,1962-06-01,1.94591014905531
"113","disgust",0.16662680609627,1962-07-01,2.63905732961526
"114","disgust",0.595869651569394,1962-08-01,2.484906649788
"115","disgust",0.0965871779382376,1962-09-01,3.17805383034795
"116","disgust",0.131995604343954,1962-10-01,2.30258509299405
"117","disgust",0.0392689909841355,1962-11-01,1.09861228866811
"118","disgust",0.120086619229329,1962-11-16,1.09861228866811
"119","disgust",0.113600276442875,1962-12-01,1.09861228866811
"120","disgust",0.188607072499813,1963-01-01,0
"121","disgust",0.297605375877191,1963-02-01,1.09861228866811
"122","disgust",0.355994306372174,1963-03-01,1.38629436111989
"123","disgust",0.214266322292542,1963-04-01,2.89037175789616
"124","disgust",0.515482162285532,1963-05-01,3.55534806148941
"125","disgust",0.525163310665936,1963-06-01,2.484906649788
"126","disgust",0.315295766014643,1963-07-01,3.49650756146648
"127","disgust",0.19282790034676,1963-08-01,3.29583686600433
"128","disgust",0.234590944887193,1963-09-01,3.71357206670431
"129","disgust",0.268592463475016,1963-10-01,2.83321334405622
"130","disgust",0.640133030229539,1963-11-01,2.39789527279837
"131","disgust",0.172695093342716,1963-11-16,2.39789527279837
"132","disgust",0.509918136221077,1963-12-01,2.56494935746154
"133","disgust",0.517566317508312,1964-01-01,1.6094379124341
"134","disgust",0.234122490339652,1964-02-01,2.39789527279837
"135","disgust",0.30148883108849,1964-03-01,2.56494935746154
"136","disgust",0.401248936452192,1964-04-01,2.77258872223978
"137","disgust",0.167415365377415,1964-05-01,3.29583686600433
"138","disgust",0.375058247195266,1964-06-01,2.484906649788
"139","disgust",0.237995120404329,1964-07-01,3.3322045101752
"140","disgust",0.253027704482665,1964-08-01,2.484906649788
"141","disgust",0.237022049603372,1964-09-01,2.19722457733622
"142","disgust",0.0451246856570692,1964-10-01,2.56494935746154
"143","disgust",0.269851698794151,1964-10-16,2.56494935746154
"144","disgust",0.463117907541518,1964-11-01,1.94591014905531
"145","disgust",0.139183817021313,1964-12-01,2.19722457733622
"146","disgust",0.299550467429394,1965-01-01,1.09861228866811
"147","disgust",0.267707471865846,1965-02-01,2.83321334405622
"148","disgust",0.257194470215094,1965-03-01,3.58351893845611
"149","disgust",0.224725971494627,1965-04-01,2.19722457733622
"150","disgust",0.263498252295946,1965-05-01,2.89037175789616
"151","disgust",0.359226500708997,1965-06-01,2.63905732961526
"152","disgust",0.148727222945044,1965-07-01,3.68887945411394
"153","disgust",0.214970521985999,1965-08-01,2.77258872223978
"154","disgust",0.181003001746362,1965-09-01,2.484906649788
"155","disgust",0.163588200324858,1965-10-01,2.99573227355399
"156","disgust",0.345165049730004,1965-10-16,2.99573227355399
"157","disgust",0.296032702529842,1965-11-01,2.63905732961526
"158","disgust",0.235882877350231,1965-12-01,2.77258872223978
"159","enthusiasm",NA,1960-01-01,2.70805020110221
"160","enthusiasm",0.0707290338287918,1960-01-16,2.70805020110221
"161","enthusiasm",0.0927939495615814,1960-02-01,2.94443897916644
"162","enthusiasm",0.166645239937726,1960-03-01,3.61091791264422
"163","enthusiasm",0.163837244036939,1960-04-01,2.99573227355399
"164","enthusiasm",0.127270590096477,1960-05-01,2.19722457733622
"165","enthusiasm",0.163526586576898,1960-06-01,1.94591014905531
"166","enthusiasm",0.153280093370787,1960-07-01,1.09861228866811
"167","enthusiasm",0.164806521377546,1960-08-01,2.70805020110221
"168","enthusiasm",0.161581271673994,1960-09-01,2.30258509299405
"169","enthusiasm",0.192257192262164,1960-10-01,2.19722457733622
"170","enthusiasm",0.21848476189451,1960-11-01,2.19722457733622
"171","enthusiasm",0.113400328955765,1960-12-01,1.6094379124341
"172","enthusiasm",0.206445513966393,1960-12-16,1.6094379124341
"173","enthusiasm",0.0791002581855786,1961-01-01,2.30258509299405
"174","enthusiasm",0.0958783737465759,1961-02-01,2.484906649788
"175","enthusiasm",0.309451601271015,1961-03-01,2.56494935746154
"176","enthusiasm",0.465348430971448,1961-04-01,1.38629436111989
"177","enthusiasm",0.0860625871764147,1961-05-01,2.94443897916644
"178","enthusiasm",0.24557063406445,1961-06-01,2.56494935746154
"179","enthusiasm",0.16681390147138,1961-07-01,2.77258872223978
"180","enthusiasm",0.174711704154206,1961-08-01,2.19722457733622
"181","enthusiasm",0.13575850255056,1961-09-01,2.07944154167984
"182","enthusiasm",0.0913412232208213,1961-10-01,1.38629436111989
"183","enthusiasm",0.308467360222369,1961-11-01,1.79175946922805
"184","enthusiasm",0.0499008493046589,1961-12-01,1.38629436111989
"185","enthusiasm",0.134634229519336,1961-12-16,1.38629436111989
"186","enthusiasm",0.147629455766164,1962-01-01,2.07944154167984
"187","enthusiasm",0.124091941721019,1962-02-01,2.39789527279837
"188","enthusiasm",0.55009857969854,1962-03-01,2.484906649788
"189","enthusiasm",0.566781545606921,1962-04-01,1.38629436111989
"190","enthusiasm",0.339192871101508,1962-05-01,1.38629436111989
"191","enthusiasm",0.12091263679111,1962-06-01,1.94591014905531
"192","enthusiasm",0.384055029924052,1962-07-01,2.63905732961526
"193","enthusiasm",0.129757368511014,1962-08-01,2.484906649788
"194","enthusiasm",0.470205240391779,1962-09-01,3.17805383034795
"195","enthusiasm",0.606243492177189,1962-10-01,2.30258509299405
"196","enthusiasm",0.665090928300915,1962-11-01,1.09861228866811
"197","enthusiasm",0.638076695560047,1962-11-16,1.09861228866811
"198","enthusiasm",0.719217739464558,1962-12-01,1.09861228866811
"199","enthusiasm",0.223158237844574,1963-01-01,0
"200","enthusiasm",0.111943286603147,1963-02-01,1.09861228866811
"201","enthusiasm",0.146626632307803,1963-03-01,1.38629436111989
"202","enthusiasm",0.196555319678617,1963-04-01,2.89037175789616
"203","enthusiasm",0.137318046583418,1963-05-01,3.55534806148941
"204","enthusiasm",0.0896139967342931,1963-06-01,2.484906649788
"205","enthusiasm",0.255141116976123,1963-07-01,3.49650756146648
"206","enthusiasm",0.434660237395366,1963-08-01,3.29583686600433
"207","enthusiasm",0.196826912589752,1963-09-01,3.71357206670431
"208","enthusiasm",0.277231764187835,1963-10-01,2.83321334405622
"209","enthusiasm",0.151372840649397,1963-11-01,2.39789527279837
"210","enthusiasm",0.759758157678012,1963-11-16,2.39789527279837
"211","enthusiasm",0.311143901243099,1963-12-01,2.56494935746154
"212","enthusiasm",0.0913019044869734,1964-01-01,1.6094379124341
"213","enthusiasm",0.242975078664835,1964-02-01,2.39789527279837
"214","enthusiasm",0.261286259280228,1964-03-01,2.56494935746154
"215","enthusiasm",0.144255961173647,1964-04-01,2.77258872223978
"216","enthusiasm",0.317481109821189,1964-05-01,3.29583686600433
"217","enthusiasm",0.138023303201514,1964-06-01,2.484906649788
"218","enthusiasm",0.298775561580141,1964-07-01,3.3322045101752
"219","enthusiasm",0.336817859726166,1964-08-01,2.484906649788
"220","enthusiasm",0.198738238762378,1964-09-01,2.19722457733622
"221","enthusiasm",0.472830376042454,1964-10-01,2.56494935746154
"222","enthusiasm",0.428074479966567,1964-10-16,2.56494935746154
"223","enthusiasm",0.129747777439104,1964-11-01,1.94591014905531
"224","enthusiasm",0.563407289127167,1964-12-01,2.19722457733622
"225","enthusiasm",0.116970597124202,1965-01-01,1.09861228866811
"226","enthusiasm",0.136749548617816,1965-02-01,2.83321334405622
"227","enthusiasm",0.183952600900996,1965-03-01,3.58351893845611
"228","enthusiasm",0.22452035960283,1965-04-01,2.19722457733622
"229","enthusiasm",0.245826214380416,1965-05-01,2.89037175789616
"230","enthusiasm",0.18912739427866,1965-06-01,2.63905732961526
"231","enthusiasm",0.415984592007096,1965-07-01,3.68887945411394
"232","enthusiasm",0.291410259834999,1965-08-01,2.77258872223978
"233","enthusiasm",0.498917471145501,1965-09-01,2.484906649788
"234","enthusiasm",0.198299710408562,1965-10-01,2.99573227355399
"235","enthusiasm",0.233699527034951,1965-10-16,2.99573227355399
"236","enthusiasm",0.18075963262943,1965-11-01,2.63905732961526
"237","enthusiasm",0.256825363496444,1965-12-01,2.77258872223978
"238","fear",NA,1960-01-01,2.70805020110221
"239","fear",0.45194358223213,1960-01-16,2.70805020110221
"240","fear",0.491729132855401,1960-02-01,2.94443897916644
"241","fear",0.456878356356375,1960-03-01,3.61091791264422
"242","fear",0.176052851384449,1960-04-01,2.99573227355399
"243","fear",0.469220817697152,1960-05-01,2.19722457733622
"244","fear",0.647780275223271,1960-06-01,1.94591014905531
"245","fear",0.709328485658017,1960-07-01,1.09861228866811
"246","fear",0.260313257901081,1960-08-01,2.70805020110221
"247","fear",0.511136765103101,1960-09-01,2.30258509299405
"248","fear",0.1439480393653,1960-10-01,2.19722457733622
"249","fear",0.089517842691174,1960-11-01,2.19722457733622
"250","fear",0.128418373654237,1960-12-01,1.6094379124341
"251","fear",0.0789013470416516,1960-12-16,1.6094379124341
"252","fear",0.218768452767007,1961-01-01,2.30258509299405
"253","fear",0.338599772786624,1961-02-01,2.484906649788
"254","fear",0.307041951163098,1961-03-01,2.56494935746154
"255","fear",0.191332351012559,1961-04-01,1.38629436111989
"256","fear",0.22965600198735,1961-05-01,2.94443897916644
"257","fear",0.409360964161823,1961-06-01,2.56494935746154
"258","fear",0.321152097062518,1961-07-01,2.77258872223978
"259","fear",0.303539276797636,1961-08-01,2.19722457733622
"260","fear",0.369222409646059,1961-09-01,2.07944154167984
"261","fear",0.111877201298281,1961-10-01,1.38629436111989
"262","fear",0.197568013744155,1961-11-01,1.79175946922805
"263","fear",0.124422404101674,1961-12-01,1.38629436111989
"264","fear",0.236286367897312,1961-12-16,1.38629436111989
"265","fear",0.262294558533864,1962-01-01,2.07944154167984
"266","fear",0.318253226652198,1962-02-01,2.39789527279837
"267","fear",0.491689632824358,1962-03-01,2.484906649788
"268","fear",0.400911360445693,1962-04-01,1.38629436111989
"269","fear",0.47243115093736,1962-05-01,1.38629436111989
"270","fear",0.104475349910473,1962-06-01,1.94591014905531
"271","fear",0.267601352767207,1962-07-01,2.63905732961526
"272","fear",0.597042597290799,1962-08-01,2.484906649788
"273","fear",0.14693475188583,1962-09-01,3.17805383034795
"274","fear",0.211672274944679,1962-10-01,2.30258509299405
"275","fear",0.0549964462660506,1962-11-01,1.09861228866811
"276","fear",0.282714860698556,1962-11-16,1.09861228866811
"277","fear",0.260594102494705,1962-12-01,1.09861228866811
"278","fear",0.0792286155068406,1963-01-01,0
"279","fear",0.181741965939365,1963-02-01,1.09861228866811
"280","fear",0.326681991311175,1963-03-01,1.38629436111989
"281","fear",0.153460688900576,1963-04-01,2.89037175789616
"282","fear",0.48508732145762,1963-05-01,3.55534806148941
"283","fear",0.352459358705572,1963-06-01,2.484906649788
"284","fear",0.373503512939338,1963-07-01,3.49650756146648
"285","fear",0.203450607616938,1963-08-01,3.29583686600433
"286","fear",0.17150414391596,1963-09-01,3.71357206670431
"287","fear",0.426054595888473,1963-10-01,2.83321334405622
"288","fear",0.666045625366173,1963-11-01,2.39789527279837
"289","fear",0.334890511317361,1963-11-16,2.39789527279837
"290","fear",0.589235559999158,1963-12-01,2.56494935746154
"291","fear",0.47972162231686,1964-01-01,1.6094379124341
"292","fear",0.166928725093095,1964-02-01,2.39789527279837
"293","fear",0.305778510111225,1964-03-01,2.56494935746154
"294","fear",0.36216349027296,1964-04-01,2.77258872223978
"295","fear",0.271124718279026,1964-05-01,3.29583686600433
"296","fear",0.269967320516961,1964-06-01,2.484906649788
"297","fear",0.147981358736358,1964-07-01,3.3322045101752
"298","fear",0.208691293330539,1964-08-01,2.484906649788
"299","fear",0.0580091983694449,1964-09-01,2.19722457733622
"300","fear",0.0957116735797765,1964-10-01,2.56494935746154
"301","fear",0.290376699734394,1964-10-16,2.56494935746154
"302","fear",0.204255980620554,1964-11-01,1.94591014905531
"303","fear",0.109894308680949,1964-12-01,2.19722457733622
"304","fear",0.107285321926437,1965-01-01,1.09861228866811
"305","fear",0.133859242424332,1965-02-01,2.83321334405622
"306","fear",0.115242021352065,1965-03-01,3.58351893845611
"307","fear",0.077361327995985,1965-04-01,2.19722457733622
"308","fear",0.18783459932918,1965-05-01,2.89037175789616
"309","fear",0.185742037589082,1965-06-01,2.63905732961526
"310","fear",0.145727869368426,1965-07-01,3.68887945411394
"311","fear",0.328566803733214,1965-08-01,2.77258872223978
"312","fear",0.11270990343536,1965-09-01,2.484906649788
"313","fear",0.151813467502879,1965-10-01,2.99573227355399
"314","fear",0.291721376687526,1965-10-16,2.99573227355399
"315","fear",0.0707987656586369,1965-11-01,2.63905732961526
"316","fear",0.313977970987024,1965-12-01,2.77258872223978
"317","hope",NA,1960-01-01,2.70805020110221
"318","hope",0.233625862932634,1960-01-16,2.70805020110221
"319","hope",0.269896905126929,1960-02-01,2.94443897916644
"320","hope",0.53559643254945,1960-03-01,3.61091791264422
"321","hope",0.254110031927187,1960-04-01,2.99573227355399
"322","hope",0.24257144962021,1960-05-01,2.19722457733622
"323","hope",0.401677788899199,1960-06-01,1.94591014905531
"324","hope",0.386726143806391,1960-07-01,1.09861228866811
"325","hope",0.132939986329555,1960-08-01,2.70805020110221
"326","hope",0.416243025858888,1960-09-01,2.30258509299405
"327","hope",0.129130266343891,1960-10-01,2.19722457733622
"328","hope",0.113933915563038,1960-11-01,2.19722457733622
"329","hope",0.102611346016822,1960-12-01,1.6094379124341
"330","hope",0.286466057647182,1960-12-16,1.6094379124341
"331","hope",0.15818426450911,1961-01-01,2.30258509299405
"332","hope",0.327893115517516,1961-02-01,2.484906649788
"333","hope",0.496785437913763,1961-03-01,2.56494935746154
"334","hope",0.656115842871178,1961-04-01,1.38629436111989
"335","hope",0.169365361335744,1961-05-01,2.94443897916644
"336","hope",0.451419715731285,1961-06-01,2.56494935746154
"337","hope",0.409816125369168,1961-07-01,2.77258872223978
"338","hope",0.319679474707378,1961-08-01,2.19722457733622
"339","hope",0.244413084149215,1961-09-01,2.07944154167984
"340","hope",0.0714629759708687,1961-10-01,1.38629436111989
"341","hope",0.473396685586814,1961-11-01,1.79175946922805
"342","hope",0.0554176873201113,1961-12-01,1.38629436111989
"343","hope",0.215235168417702,1961-12-16,1.38629436111989
"344","hope",0.113734137512212,1962-01-01,2.07944154167984
"345","hope",0.118483308224362,1962-02-01,2.39789527279837
"346","hope",0.887610220384057,1962-03-01,2.484906649788
"347","hope",0.866805842431273,1962-04-01,1.38629436111989
"348","hope",0.744241560183407,1962-05-01,1.38629436111989
"349","hope",0.118843634111014,1962-06-01,1.94591014905531
"350","hope",0.570305218290894,1962-07-01,2.63905732961526
"351","hope",0.449237061042538,1962-08-01,2.484906649788
"352","hope",0.738368931592844,1962-09-01,3.17805383034795
"353","hope",0.811738577687285,1962-10-01,2.30258509299405
"354","hope",0.741276185118841,1962-11-01,1.09861228866811
"355","hope",0.831964238614264,1962-11-16,1.09861228866811
"356","hope",0.883930353968023,1962-12-01,1.09861228866811
"357","hope",0.207940922761641,1963-01-01,0
"358","hope",0.159699415552277,1963-02-01,1.09861228866811
"359","hope",0.28758769379583,1963-03-01,1.38629436111989
"360","hope",0.34717751470656,1963-04-01,2.89037175789616
"361","hope",0.346732766164769,1963-05-01,3.55534806148941
"362","hope",0.119557378493104,1963-06-01,2.484906649788
"363","hope",0.451545720048694,1963-07-01,3.49650756146648
"364","hope",0.634523161729702,1963-08-01,3.29583686600433
"365","hope",0.35247587469809,1963-09-01,3.71357206670431
"366","hope",0.730902562589594,1963-10-01,2.83321334405622
"367","hope",0.464813161708181,1963-11-01,2.39789527279837
"368","hope",0.803966970954167,1963-11-16,2.39789527279837
"369","hope",0.740147346494324,1963-12-01,2.56494935746154
"370","hope",0.217153322205081,1964-01-01,1.6094379124341
"371","hope",0.381515159802003,1964-02-01,2.39789527279837
"372","hope",0.365415187522434,1964-03-01,2.56494935746154
"373","hope",0.283507491094992,1964-04-01,2.77258872223978
"374","hope",0.556713401747576,1964-05-01,3.29583686600433
"375","hope",0.248762151573917,1964-06-01,2.484906649788
"376","hope",0.233775473310992,1964-07-01,3.3322045101752
"377","hope",0.554607840006926,1964-08-01,2.484906649788
"378","hope",0.176147380116211,1964-09-01,2.19722457733622
"379","hope",0.596350025426154,1964-10-01,2.56494935746154
"380","hope",0.701824048220301,1964-10-16,2.56494935746154
"381","hope",0.0816570058238172,1964-11-01,1.94591014905531
"382","hope",0.465295206140872,1964-12-01,2.19722457733622
"383","hope",0.190104761287192,1965-01-01,1.09861228866811
"384","hope",0.159726544681563,1965-02-01,2.83321334405622
"385","hope",0.127876417655047,1965-03-01,3.58351893845611
"386","hope",0.235511803262357,1965-04-01,2.19722457733622
"387","hope",0.310774014654051,1965-05-01,2.89037175789616
"388","hope",0.0772223403709012,1965-06-01,2.63905732961526
"389","hope",0.441768143611829,1965-07-01,3.68887945411394
"390","hope",0.593919906007208,1965-08-01,2.77258872223978
"391","hope",0.576380364492647,1965-09-01,2.484906649788
"392","hope",0.400955822386741,1965-10-01,2.99573227355399
"393","hope",0.331850445049923,1965-10-16,2.99573227355399
"394","hope",0.0845521321342687,1965-11-01,2.63905732961526
"395","hope",0.589396663214057,1965-12-01,2.77258872223978
"396","pride",NA,1960-01-01,2.70805020110221
"397","pride",0.334904212099405,1960-01-16,2.70805020110221
"398","pride",0.352090139503935,1960-02-01,2.94443897916644
"399","pride",0.523702002475394,1960-03-01,3.61091791264422
"400","pride",0.169879837283946,1960-04-01,2.99573227355399
"401","pride",0.419255967981488,1960-05-01,2.19722457733622
"402","pride",0.659919493950632,1960-06-01,1.94591014905531
"403","pride",0.620278569678694,1960-07-01,1.09861228866811
"404","pride",0.187412560788912,1960-08-01,2.70805020110221
"405","pride",0.545943368480848,1960-09-01,2.30258509299405
"406","pride",0.0601039881965422,1960-10-01,2.19722457733622
"407","pride",0.0666572978339594,1960-11-01,2.19722457733622
"408","pride",0.0561209680994218,1960-12-01,1.6094379124341
"409","pride",0.151150872057009,1960-12-16,1.6094379124341
"410","pride",0.151661858847168,1961-01-01,2.30258509299405
"411","pride",0.290993731827943,1961-02-01,2.484906649788
"412","pride",0.441292470591939,1961-03-01,2.56494935746154
"413","pride",0.322852388257207,1961-04-01,1.38629436111989
"414","pride",0.17152224630408,1961-05-01,2.94443897916644
"415","pride",0.45278109368676,1961-06-01,2.56494935746154
"416","pride",0.362107325281832,1961-07-01,2.77258872223978
"417","pride",0.32620109035057,1961-08-01,2.19722457733622
"418","pride",0.350514688181126,1961-09-01,2.07944154167984
"419","pride",0.0793182913303355,1961-10-01,1.38629436111989
"420","pride",0.292217370283521,1961-11-01,1.79175946922805
"421","pride",0.0938641735807759,1961-12-01,1.38629436111989
"422","pride",0.235257398486402,1961-12-16,1.38629436111989
"423","pride",0.203721172253355,1962-01-01,2.07944154167984
"424","pride",0.277690055078958,1962-02-01,2.39789527279837
"425","pride",0.723055500494431,1962-03-01,2.484906649788
"426","pride",0.653280870632557,1962-04-01,1.38629436111989
"427","pride",0.639345107781956,1962-05-01,1.38629436111989
"428","pride",0.105720131887857,1962-06-01,1.94591014905531
"429","pride",0.427178213427367,1962-07-01,2.63905732961526
"430","pride",0.626528053292875,1962-08-01,2.484906649788
"431","pride",0.314507971129067,1962-09-01,3.17805383034795
"432","pride",0.478362159055965,1962-10-01,2.30258509299405
"433","pride",0.286325165296485,1962-11-01,1.09861228866811
"434","pride",0.586040224955228,1962-11-16,1.09861228866811
"435","pride",0.594668791467532,1962-12-01,1.09861228866811
"436","pride",0.128949195196907,1963-01-01,0
"437","pride",0.206694152009427,1963-02-01,1.09861228866811
"438","pride",0.376331666172679,1963-03-01,1.38629436111989
"439","pride",0.240085599767511,1963-04-01,2.89037175789616
"440","pride",0.496586596336573,1963-05-01,3.55534806148941
"441","pride",0.24979073305993,1963-06-01,2.484906649788
"442","pride",0.427696617982268,1963-07-01,3.49650756146648
"443","pride",0.387553934017648,1963-08-01,3.29583686600433
"444","pride",0.222521347921077,1963-09-01,3.71357206670431
"445","pride",0.518167351565451,1963-10-01,2.83321334405622
"446","pride",0.629560268876019,1963-11-01,2.39789527279837
"447","pride",0.685490678706113,1963-11-16,2.39789527279837
"448","pride",0.703336146818987,1963-12-01,2.56494935746154
"449","pride",0.360077340054954,1964-01-01,1.6094379124341
"450","pride",0.265555632568587,1964-02-01,2.39789527279837
"451","pride",0.414490341356928,1964-03-01,2.56494935746154
"452","pride",0.266406364347853,1964-04-01,2.77258872223978
"453","pride",0.308635316129557,1964-05-01,3.29583686600433
"454","pride",0.28307208881739,1964-06-01,2.484906649788
"455","pride",0.17454998260783,1964-07-01,3.3322045101752
"456","pride",0.341880872367841,1964-08-01,2.484906649788
"457","pride",0.0410893729721852,1964-09-01,2.19722457733622
"458","pride",0.124378852095413,1964-10-01,2.56494935746154
"459","pride",0.456074151881708,1964-10-16,2.56494935746154
"460","pride",0.0890053956766156,1964-11-01,1.94591014905531
"461","pride",0.329191572820719,1964-12-01,2.19722457733622
"462","pride",0.104511870524119,1965-01-01,1.09861228866811
"463","pride",0.0492428537259328,1965-02-01,2.83321334405622
"464","pride",0.0901123500182294,1965-03-01,3.58351893845611
"465","pride",0.140725301140265,1965-04-01,2.19722457733622
"466","pride",0.28814720623869,1965-05-01,2.89037175789616
"467","pride",0.184205107832881,1965-06-01,2.63905732961526
"468","pride",0.218880522606749,1965-07-01,3.68887945411394
"469","pride",0.445841449126214,1965-08-01,2.77258872223978
"470","pride",0.251669070155364,1965-09-01,2.484906649788
